Label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
R,0.3235036730766296,0.5167799592018127,3.590033372802282e-07,0.3545417785644531,0.4876672029495239,-0.0272037126123905,0.3701296150684356,0.4106247127056122,-0.0353013277053833,0.3562772870063782,0.3426646590232849,-0.0407923646271228,0.3324989676475525,0.2923778593540191,-0.044339433312416,0.376225084066391,0.3381351828575134,-0.0124155264347791,0.375757485628128,0.2584580481052398,-0.0232556946575641,0.3701997101306915,0.204209953546524,-0.0302569326013326,0.3629651069641113,0.1574319005012512,-0.0356446094810962,0.3525585532188415,0.3327130973339081,-0.0087186470627784,0.3660364151000976,0.250829130411148,-0.0222013890743255,0.3732569813728332,0.203362226486206,-0.0292222592979669,0.3772697448730469,0.1598014533519745,-0.0320496410131454,0.3273112773895263,0.3483784198760986,-0.0088058812543749,0.3238563537597656,0.2852752804756164,-0.0368890352547168,0.3301657736301422,0.3414961993694305,-0.0399127453565597,0.3349319100379944,0.3800234794616699,-0.0334071479737758,0.3021955788135528,0.377728521823883,-0.0106621077284216,0.3037661910057068,0.3336512148380279,-0.0368439890444278,0.3149222135543823,0.3684995174407959,-0.0391324795782566,0.323232352733612,0.3965761661529541,-0.0349902622401714
R,0.3560472130775451,0.5919361710548401,4.260103594333487e-07,0.3894980847835541,0.5617034435272217,-0.026505222544074,0.4054362773895263,0.4774848222732544,-0.0345159955322742,0.3942787647247314,0.4035819172859192,-0.0407146401703357,0.3667387664318084,0.355996310710907,-0.045233704149723,0.4032554626464844,0.3902014493942261,-0.0115993386134505,0.4044689834117889,0.3059735894203186,-0.0225009024143219,0.3998273015022278,0.248611643910408,-0.0291321482509374,0.3922994136810303,0.1997288167476654,-0.0340450033545494,0.3780208528041839,0.38472780585289,-0.0089074522256851,0.3933900594711303,0.2953814268112182,-0.022782027721405,0.4038483202457428,0.2432028800249099,-0.0295727550983428,0.4094432592391968,0.1978171318769455,-0.0318686440587043,0.3511308431625366,0.403692752122879,-0.0099796801805496,0.3518872857093811,0.33731409907341,-0.0391358137130737,0.360248863697052,0.3974846005439758,-0.0427053719758987,0.3650017380714416,0.4430156946182251,-0.0361213348805904,0.3257968425750732,0.4383912682533264,-0.0128070227801799,0.3337399959564209,0.398992657661438,-0.0407626740634441,0.34955033659935,0.4364104568958282,-0.0441123135387897,0.3598562180995941,0.4692031741142273,-0.0402055531740188
R,0.3206194043159485,0.6520856618881226,4.964264235240989e-07,0.348126471042633,0.6289541125297546,-0.0328637398779392,0.3576008975505829,0.5620844960212708,-0.0456504598259925,0.3404586911201477,0.5011280179023743,-0.0543859787285327,0.3176867067813873,0.4493521451950073,-0.0612686425447464,0.36354860663414,0.4750388264656067,-0.0243014805018901,0.3574240207672119,0.3908070921897888,-0.0398959182202816,0.3490630090236664,0.336664617061615,-0.0484470576047897,0.3399472832679748,0.2913065552711487,-0.0541240349411964,0.3384235501289367,0.4738494753837585,-0.0193998180329799,0.3526776731014251,0.3839755952358246,-0.0384140163660049,0.3555308282375335,0.3331314921379089,-0.0473196022212505,0.3549314439296722,0.2861976027488708,-0.049837402999401,0.3134328722953796,0.4949001371860504,-0.0182381365448236,0.3032970428466797,0.4363818168640136,-0.0534828975796699,0.3094086050987243,0.4949079155921936,-0.0587670803070068,0.3170158565044403,0.5337870717048645,-0.0520024672150611,0.289877325296402,0.5338382720947266,-0.0187423750758171,0.2871586382389068,0.5062466859817505,-0.0530134066939353,0.3006387948989868,0.5474660992622375,-0.0581173077225685,0.3136878311634063,0.5772439241409302,-0.0540466606616973
R,0.3462043404579162,0.653664767742157,4.207446693271777e-07,0.3796468675136566,0.6236855983734131,-0.0284445192664861,0.3942678868770599,0.544032096862793,-0.0376951955258846,0.3831737637519836,0.4710613489151001,-0.044266190379858,0.3584547936916351,0.4207647442817688,-0.0491667501628398,0.3919650316238403,0.4521978497505188,-0.0177354756742715,0.3886454105377197,0.3658518195152282,-0.0307418294250965,0.3820921182632446,0.3104153275489807,-0.0383692905306816,0.3741210401058197,0.2626761794090271,-0.0437652878463268,0.3669669926166534,0.4473210275173187,-0.0136188734322786,0.3782894313335418,0.3558585047721863,-0.0298947971314191,0.3831969797611236,0.3031843900680542,-0.0379236824810504,0.3850079774856567,0.2574435472488403,-0.040841732174158,0.340409517288208,0.4676580429077148,-0.0129095399752259,0.3371859192848205,0.4012887179851532,-0.0427806600928306,0.3462543785572052,0.4610738158226013,-0.0455327704548835,0.3530678153038025,0.5057130455970764,-0.0384284369647502,0.3166165649890899,0.5056203603744507,-0.0140908258035779,0.3221069276332855,0.4705756902694702,-0.0432634688913822,0.3386741280555725,0.5075467824935913,-0.046880155801773,0.3504510521888733,0.5381070375442505,-0.0426835790276527
R,0.4013326168060303,0.6790679097175598,5.395439188760065e-07,0.4321242272853851,0.6589494943618774,-0.0260223671793937,0.4511878490447998,0.5898394584655762,-0.0372981429100036,0.4413938820362091,0.5240662693977356,-0.0467280074954032,0.4179359674453735,0.4739361107349396,-0.0549652054905891,0.4432105123996734,0.4941912293434143,-0.0209993366152048,0.4432176351547241,0.4080609381198883,-0.036715917289257,0.4391507506370544,0.3517931401729584,-0.0447498187422752,0.4350043833255768,0.3038651049137115,-0.049849160015583,0.4186626374721527,0.4894749820232391,-0.0205372311174869,0.4350544214248657,0.3979392349720001,-0.0407812260091304,0.4440446197986603,0.3428004384040832,-0.0506646186113357,0.4509986340999603,0.295940101146698,-0.0539624579250812,0.3917666673660278,0.5093895196914673,-0.0228754319250583,0.3976054191589355,0.4497268497943878,-0.0569478794932365,0.4050665497779846,0.5163910388946533,-0.0597163513302803,0.4100756049156189,0.5628369450569153,-0.0517570003867149,0.366400808095932,0.5482523441314697,-0.0265553146600723,0.378179132938385,0.5256392955780029,-0.059068713337183,0.397708535194397,0.5718024969100952,-0.0624126903712749,0.4113091826438904,0.6052104234695435,-0.0571755208075046
R,0.3765830397605896,0.6362428665161133,4.212086537336291e-07,0.4135783016681671,0.6125391125679016,-0.0261449087411165,0.4317248463630676,0.532311737537384,-0.035821221768856,0.4234950244426727,0.454856276512146,-0.0430657006800174,0.3976958096027374,0.407451331615448,-0.0491125471889972,0.4253384172916412,0.4390704333782196,-0.022072710096836,0.4251349568367004,0.3494926691055298,-0.0358888544142246,0.4204110205173492,0.29316446185112,-0.0430405028164386,0.4140751361846924,0.2441651821136474,-0.0480704046785831,0.4006552398204803,0.4324327111244201,-0.0195715110749006,0.4150683581829071,0.3388077616691589,-0.0368962883949279,0.4221808314323425,0.2848349511623382,-0.0447306856513023,0.4264207780361175,0.2388892471790313,-0.0477810837328434,0.3737589716911316,0.4500702023506164,-0.019716503098607,0.378949910402298,0.388490617275238,-0.0494297742843627,0.3871736526489258,0.451788455247879,-0.0507638938724994,0.3918583393096924,0.4974961578845978,-0.0432413257658481,0.3490553200244903,0.4854919612407684,-0.0214891787618398,0.3615357279777527,0.457384705543518,-0.0501909665763378,0.3790937066078186,0.4976750612258911,-0.0529497116804122,0.3898491561412811,0.5282310247421265,-0.0484985634684562
R,0.260546863079071,0.6761928200721741,5.541030532185687e-07,0.2884600460529327,0.6408054828643799,-0.0403232052922248,0.2884355187416076,0.5761658549308777,-0.0533063784241676,0.2640614509582519,0.5247745513916016,-0.0609804317355155,0.239539235830307,0.4722754657268524,-0.065952181816101,0.3037560880184173,0.4939257800579071,-0.0195875093340873,0.2898120582103729,0.4136215448379516,-0.0358716510236263,0.2779333293437958,0.3633912205696106,-0.0446709692478179,0.2669911980628967,0.32265105843544,-0.049393743276596,0.2781551480293274,0.5036903023719788,-0.0103486748412251,0.282216727733612,0.4184955656528473,-0.031819075345993,0.2774789333343506,0.3665663599967956,-0.0434855744242668,0.2713677287101745,0.3194442093372345,-0.0466248691082,0.253703236579895,0.5259954929351807,-0.006941420957446,0.2420929223299026,0.4841469526290893,-0.0460910908877849,0.2494047284126281,0.5354180335998535,-0.0580910220742225,0.2571666240692138,0.5617840886116028,-0.0541650392115116,0.2296874374151229,0.5560414791107178,-0.0056286738254129,0.220087468624115,0.5328494906425476,-0.0419539473950862,0.2312460392713546,0.5720697045326233,-0.051584854722023,0.2433136999607086,0.5951930284500122,-0.0501924976706504
R,0.2763535678386688,0.6771479845046997,4.951622827320534e-07,0.304268330335617,0.6446455121040344,-0.0355827286839485,0.3086757659912109,0.5738785266876221,-0.0469684638082981,0.2853595018386841,0.5174870491027832,-0.0539273135364055,0.2612618803977966,0.467164009809494,-0.0588683374226093,0.3207945227622986,0.4849865734577179,-0.0191070958971977,0.3095822930335998,0.4018873572349548,-0.0339231304824352,0.2982028424739837,0.3510147929191589,-0.0422086603939533,0.2869270741939544,0.3084975183010101,-0.0474951565265655,0.2940084934234619,0.4896371364593506,-0.0119314780458807,0.3033398687839508,0.3994737267494201,-0.030831815674901,0.3034047186374664,0.3489886224269867,-0.0406714417040348,0.3019740581512451,0.3030278086662292,-0.0433525815606117,0.2689818739891052,0.5141321420669556,-0.0094256708398461,0.2597497701644897,0.462098628282547,-0.0459745936095714,0.2677341103553772,0.522666871547699,-0.0532388947904109,0.2748366296291351,0.557104766368866,-0.0468303263187408,0.2463127523660659,0.553284227848053,-0.00868846103549,0.2382341921329498,0.5213379263877869,-0.0440421514213085,0.2513065040111542,0.5632848143577576,-0.0498582273721694,0.2635451555252075,0.5904608368873596,-0.0456645376980304
R,0.2632495164871216,0.6729613542556763,5.345902422959625e-07,0.2910099625587463,0.6356031894683838,-0.0371818244457244,0.2903017103672027,0.572874128818512,-0.047873206436634,0.2661208808422088,0.5245677828788757,-0.053732119500637,0.2418398559093475,0.4758176207542419,-0.0572021789848804,0.3049421310424804,0.4968522787094116,-0.0130022950470447,0.2912573218345642,0.4197998642921448,-0.026845283806324,0.2785390019416809,0.3697717189788818,-0.0354879200458526,0.2662837207317352,0.3310776948928833,-0.0405731499195098,0.2795078456401825,0.505446195602417,-0.0054706479422748,0.2848263084888458,0.4241011440753937,-0.0234058927744627,0.2787659764289856,0.3716968894004822,-0.0350450426340103,0.2711623013019562,0.3261913657188415,-0.0389325767755508,0.2549853920936584,0.5277212858200073,-0.0037889392115175,0.2457625865936279,0.4847114980220794,-0.0401944704353809,0.2522094845771789,0.5324230194091797,-0.0531149730086326,0.258947491645813,0.5560805797576904,-0.0508672036230564,0.23143170773983,0.5584290623664856,-0.0039934879168868,0.2243725806474685,0.534940779209137,-0.0390746891498565,0.2353903502225875,0.5761467814445496,-0.0483285374939441,0.2467560172080993,0.6011495590209961,-0.0471632033586502
R,0.2735914289951324,0.6850088834762573,4.26334679559659e-07,0.3007131218910217,0.6529443264007568,-0.0359609611332416,0.3028171360492706,0.5831730365753174,-0.0465386286377906,0.2787607610225677,0.5301739573478699,-0.0522033348679542,0.2548907399177551,0.4811380803585052,-0.0555354133248329,0.3122873604297638,0.4996679723262787,-0.0174369979649782,0.2995964288711548,0.423848807811737,-0.0313139595091342,0.2865991294384002,0.3737009167671203,-0.0402265898883342,0.2732345461845398,0.3345451951026916,-0.0460708774626255,0.2865442037582397,0.5046749114990234,-0.01039295271039,0.2903366088867187,0.4231902062892914,-0.0280614756047725,0.2850852608680725,0.3729188442230224,-0.0383910946547985,0.2781440913677215,0.3311625123023987,-0.0417558439075946,0.2625652849674225,0.5279353260993958,-0.0084383273497223,0.2523273825645447,0.4840193092823028,-0.0434380769729614,0.2606933116912842,0.5369431376457214,-0.0530174635350704,0.268710732460022,0.5668027400970459,-0.0487762689590454,0.2403255105018615,0.5633061528205872,-0.0084699792787432,0.2327673137187957,0.5358659625053406,-0.0428331308066844,0.2446482181549072,0.575240969657898,-0.0505369007587432,0.2563832998275757,0.5989840626716614,-0.0483296066522598
