Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
A,0.11863605678081512,0.5598154664039612,-3.3492949569335906e-07,0.17148344218730927,0.5243804454803467,-0.01355630811303854,0.20939607918262482,0.45178335905075073,-0.015441578812897205,0.22278615832328796,0.37088531255722046,-0.01760563626885414,0.21756230294704437,0.3104346692562103,-0.015630217269062996,0.18361400067806244,0.3766985535621643,0.004149744287133217,0.1929808109998703,0.3110992908477783,-0.018417205661535263,0.18706229329109192,0.3790162205696106,-0.02873435989022255,0.1810559630393982,0.4137863516807556,-0.03118334338068962,0.1539771407842636,0.37159839272499084,0.003740499494597316,0.16263613104820251,0.3098190128803253,-0.02174976095557213,0.15990909934043884,0.3947095274925232,-0.027906831353902817,0.15523624420166016,0.42094412446022034,-0.025376759469509125,0.12325526773929596,0.3753322660923004,-0.0006852556252852082,0.1303618848323822,0.3168899416923523,-0.028721319511532784,0.132721409201622,0.4030784070491791,-0.02120313048362732,0.13026392459869385,0.4311966300010681,-0.007856406271457672,0.08945217728614807,0.3840612769126892,-0.00578672019764781,0.1002793088555336,0.34020572900772095,-0.02228165790438652,0.10585863143205643,0.39858970046043396,-0.013495304621756077,0.10373105108737946,0.42305973172187805,-0.0017374049639329314
A,0.12143097817897797,0.658333420753479,-3.4068261811626144e-07,0.17010724544525146,0.6170493364334106,-0.014977768994867802,0.20797228813171387,0.5384899377822876,-0.01801482029259205,0.2218422293663025,0.46042877435684204,-0.0210835263133049,0.21120834350585938,0.4015560746192932,-0.02049976773560047,0.1812412291765213,0.46671026945114136,-0.0005447090952657163,0.18821874260902405,0.4050188958644867,-0.023344650864601135,0.18367858231067657,0.47404563426971436,-0.032907381653785706,0.17923840880393982,0.508733332157135,-0.034779638051986694,0.15155301988124847,0.46291524171829224,-0.0009171582642011344,0.1586248278617859,0.4059697091579437,-0.026259906589984894,0.15727239847183228,0.49022310972213745,-0.03090243600308895,0.15366151928901672,0.5165070295333862,-0.02737436816096306,0.12033899873495102,0.470842570066452,-0.005276327021420002,0.12615150213241577,0.41367384791374207,-0.03293900564312935,0.13023972511291504,0.49801987409591675,-0.024475377053022385,0.1282440423965454,0.5268612504005432,-0.010817911475896835,0.08605039119720459,0.48573628067970276,-0.010463750921189785,0.09663445502519608,0.4426787197589874,-0.027099164202809334,0.10395026206970215,0.4995436370372772,-0.018160872161388397,0.10217791795730591,0.5246305465698242,-0.006361605599522591
A,0.17202025651931763,0.7897680997848511,-4.817607646145916e-07,0.24158164858818054,0.7387589812278748,-0.02209751307964325,0.2918824553489685,0.6286773681640625,-0.02992384135723114,0.31127631664276123,0.5175499320030212,-0.037135180085897446,0.29931172728538513,0.43362706899642944,-0.03916928917169571,0.2557978332042694,0.5220664739608765,-0.01532150898128748,0.27271273732185364,0.44278663396835327,-0.04500313103199005,0.26675504446029663,0.5439832806587219,-0.053005948662757874,0.25298523902893066,0.5865082740783691,-0.053311191499233246,0.21386972069740295,0.5173186659812927,-0.017273878678679466,0.23128803074359894,0.449154257774353,-0.05160529166460037,0.22936022281646729,0.5762594938278198,-0.05499562248587608,0.21742361783981323,0.5993996262550354,-0.05006252974271774,0.17035523056983948,0.5293206572532654,-0.023426923900842667,0.18776392936706543,0.45996084809303284,-0.06322037428617477,0.19186563789844513,0.585198163986206,-0.04878363758325577,0.1815950721502304,0.6119130849838257,-0.029584668576717377,0.12104722857475281,0.5495847463607788,-0.030368192121386528,0.14258626103401184,0.4982042908668518,-0.0556098036468029,0.1544136255979538,0.5815263390541077,-0.04132384806871414,0.148035928606987,0.6084801554679871,-0.02467803843319416
A,0.23308637738227844,0.43657124042510986,-3.8984111938589194e-07,0.2796977758407593,0.4621860980987549,-0.019883276894688606,0.332711398601532,0.4263302683830261,-0.024411020800471306,0.3630836009979248,0.3558938205242157,-0.026849718764424324,0.3692532777786255,0.29395437240600586,-0.025740256533026695,0.3336862027645111,0.34390556812286377,-0.010006934404373169,0.34882456064224243,0.2844644784927368,-0.03424125164747238,0.3258465826511383,0.3358180522918701,-0.043488044291734695,0.3143596947193146,0.36906468868255615,-0.04492313042283058,0.3072112798690796,0.3145522475242615,-0.007112056948244572,0.32174253463745117,0.2591150999069214,-0.03456142544746399,0.29869940876960754,0.3306150734424591,-0.03777403384447098,0.29274651408195496,0.3627271056175232,-0.032432641834020615,0.2798352837562561,0.29268231987953186,-0.008440166711807251,0.29290682077407837,0.23833078145980835,-0.0387321300804615,0.27274394035339355,0.3161756694316864,-0.03038118965923786,0.26835983991622925,0.35095497965812683,-0.016003349795937538,0.24966540932655334,0.2763025760650635,-0.010881182737648487,0.2603258490562439,0.24045297503471375,-0.032082512974739075,0.2482750117778778,0.2996307611465454,-0.026367835700511932,0.24549537897109985,0.328716516494751,-0.01604035496711731
A,0.23314686119556427,0.8273625373840332,-4.822999244424864e-07,0.29874202609062195,0.7424329519271851,-0.0178605355322361,0.34043607115745544,0.6233630180358887,-0.02444646507501602,0.3600153625011444,0.525187075138092,-0.033331047743558884,0.3524850606918335,0.440889447927475,-0.035558659583330154,0.28654417395591736,0.5092311501502991,0.004231021273881197,0.3241375684738159,0.44281041622161865,-0.030274052172899246,0.3246713876724243,0.5486540198326111,-0.045229099690914154,0.30889418721199036,0.5736714005470276,-0.0501866340637207,0.25060272216796875,0.511077880859375,-0.0019966596737504005,0.29386070370674133,0.45354163646698,-0.03950022906064987,0.29508209228515625,0.5791016817092896,-0.04732568562030792,0.2751065492630005,0.5894342660903931,-0.044512491673231125,0.2126939594745636,0.5248796343803406,-0.014460664242506027,0.2551021873950958,0.4717378616333008,-0.05759592726826668,0.259599506855011,0.5952637195587158,-0.04804575815796852,0.23853248357772827,0.6107360124588013,-0.03091728873550892,0.1705784797668457,0.5500378608703613,-0.027753053233027458,0.216566801071167,0.510665774345398,-0.051630888134241104,0.22623664140701294,0.5937277674674988,-0.03767454996705055,0.20726659893989563,0.6170982718467712,-0.02104785479605198
A,0.15099751949310303,0.6554262638092041,-4.0078418805933325e-07,0.2075808346271515,0.6109604835510254,-0.016037220135331154,0.2488638162612915,0.5218361616134644,-0.02106952667236328,0.2647917866706848,0.4317066967487335,-0.02623479999601841,0.25346308946609497,0.3626769483089447,-0.027308005839586258,0.2186269313097,0.4367702007293701,-0.00625987071543932,0.23217478394508362,0.36747223138809204,-0.030485328286886215,0.22766683995723724,0.45112839341163635,-0.038150519132614136,0.21803882718086243,0.4893290102481842,-0.03858473524451256,0.18446984887123108,0.43194326758384705,-0.008015282452106476,0.1987682729959488,0.3689534664154053,-0.035377755761146545,0.19639910757541656,0.46995288133621216,-0.0389217846095562,0.18672269582748413,0.49373671412467957,-0.03482251986861229,0.14836886525154114,0.44033342599868774,-0.013426655903458595,0.16245990991592407,0.3760821521282196,-0.043961212038993835,0.165485680103302,0.4767135679721832,-0.03231475502252579,0.1574753373861313,0.5036695599555969,-0.01648528501391411,0.10746040940284729,0.45559465885162354,-0.019496651366353035,0.1249767392873764,0.4067915081977844,-0.03757663443684578,0.1343012899160385,0.47348713874816895,-0.02530236355960369,0.12914104759693146,0.4981688857078552,-0.0112027982249856
A,0.1655760258436203,0.7554538249969482,-4.195098028958455e-07,0.229583278298378,0.6908408403396606,-0.016820522025227547,0.2704036235809326,0.584205150604248,-0.02086639776825905,0.2835574150085449,0.4863443970680237,-0.02616836316883564,0.27266401052474976,0.4094863831996918,-0.026690030470490456,0.22497010231018066,0.4852691888809204,0.0018617190653458238,0.24331194162368774,0.4136781394481659,-0.02617323398590088,0.24658632278442383,0.5051835775375366,-0.0374588780105114,0.23710015416145325,0.5440854430198669,-0.04000513255596161,0.18865087628364563,0.48779094219207764,-0.0016227900050580502,0.21051327884197235,0.42371582984924316,-0.033389557152986526,0.21525058150291443,0.5327739119529724,-0.04067523032426834,0.20256847143173218,0.5580505728721619,-0.038168974220752716,0.15004824101924896,0.502506673336029,-0.0101131247356534,0.17294171452522278,0.435979425907135,-0.04792242869734764,0.18159888684749603,0.5489382743835449,-0.039011724293231964,0.16925132274627686,0.5790317058563232,-0.02307966724038124,0.10493679344654083,0.5274724364280701,-0.01920049451291561,0.13476543128490448,0.4792857766151428,-0.043217044323682785,0.14715254306793213,0.5545648336410522,-0.03184862807393074,0.13698062300682068,0.582531213760376,-0.016958612948656082
A,0.12107948958873749,0.7851792573928833,-3.573633762243844e-07,0.17172740399837494,0.7452911138534546,-0.018075548112392426,0.2118190973997116,0.6603401899337769,-0.023169107735157013,0.22477509081363678,0.5714962482452393,-0.027260152623057365,0.21527579426765442,0.5087661147117615,-0.02698585018515587,0.18475212156772614,0.5811994075775146,-0.007782284636050463,0.18943801522254944,0.5136361718177795,-0.03146833926439285,0.18396756052970886,0.5871256589889526,-0.040386613458395004,0.17871685326099396,0.6196247339248657,-0.042451441287994385,0.15135382115840912,0.5792844891548157,-0.007356530055403709,0.15488219261169434,0.5200017094612122,-0.03283942490816116,0.15550583600997925,0.610088050365448,-0.036054499447345734,0.1527031511068344,0.6296919584274292,-0.03269829601049423,0.11779120564460754,0.5887846350669861,-0.010902488604187965,0.12096825242042542,0.5327229499816895,-0.039697304368019104,0.12708061933517456,0.6227028369903564,-0.029740361496806145,0.12629163265228271,0.6451725363731384,-0.015909554436802864,0.08153770864009857,0.6045063734054565,-0.015443384647369385,0.08935687690973282,0.5639642477035522,-0.032844576984643936,0.09849799424409866,0.6239308714866638,-0.023389264941215515,0.09851017594337463,0.6443493962287903,-0.011889082379639149
A,0.14864197373390198,0.7775111198425293,-3.826893646419194e-07,0.21007287502288818,0.734835684299469,-0.016662152484059334,0.25551748275756836,0.6397554874420166,-0.01967562921345234,0.2705920934677124,0.5437639951705933,-0.02260991744697094,0.26144760847091675,0.47437795996665955,-0.021251656115055084,0.22319597005844116,0.5490388870239258,-0.0023784968070685863,0.2355659306049347,0.4781995415687561,-0.02750275656580925,0.23036246001720428,0.5630106925964355,-0.03643389418721199,0.22105897963047028,0.6029835343360901,-0.03767332434654236,0.1861884593963623,0.5442748665809631,-0.00373581750318408,0.19927266240119934,0.48041585087776184,-0.032601937651634216,0.1974882334470749,0.5865939259529114,-0.03777914121747017,0.1892196089029312,0.6125621795654297,-0.03421201556921005,0.14778989553451538,0.5543038249015808,-0.009245717898011208,0.16016660630702972,0.4917210042476654,-0.04250520095229149,0.16373130679130554,0.5965982675552368,-0.0325176827609539,0.15711450576782227,0.6222316026687622,-0.01693641021847725,0.10479889810085297,0.5719068050384521,-0.01531962025910616,0.1215512752532959,0.5258913636207581,-0.035744231194257736,0.13047204911708832,0.5960392355918884,-0.02465600147843361,0.12627056241035461,0.6188657283782959,-0.010848619975149632
A,0.15496188402175903,0.7833426594734192,-3.6597396047000075e-07,0.19946737587451935,0.7526910901069641,-0.017067531123757362,0.23523692786693573,0.6725314855575562,-0.021418318152427673,0.24768900871276855,0.5912748575210571,-0.024496352300047874,0.23585665225982666,0.5345825552940369,-0.023897016420960426,0.21107777953147888,0.6008525490760803,-0.008206660859286785,0.2134995460510254,0.5434872508049011,-0.029629578813910484,0.21038810908794403,0.6128131747245789,-0.03701041638851166,0.20612119138240814,0.6441771984100342,-0.03804726153612137,0.18123717606067657,0.5995335578918457,-0.007323424331843853,0.1843951940536499,0.5483419895172119,-0.03148486837744713,0.18574564158916473,0.6302769184112549,-0.03419875353574753,0.1828315258026123,0.6501278281211853,-0.030098075047135353,0.15162833034992218,0.6089629530906677,-0.010038071312010288,0.15415331721305847,0.5598186254501343,-0.03701364994049072,0.1602240353822708,0.6418321132659912,-0.027987390756607056,0.15875670313835144,0.6629679799079895,-0.014806639403104782,0.12037818878889084,0.6243929266929626,-0.0136208925396204,0.1271761804819107,0.5891595482826233,-0.030269088223576546,0.1352531909942627,0.6453302502632141,-0.021786563098430634,0.13466191291809082,0.6636797785758972,-0.010930129326879978
